"id","id_user","content","Description","amount","units","msg_type","id_category","cdate","mdate","validity","PictureFile"
"2006","193","verstelwerk en retouches","Ik repareer graag je kleding naar jouw wens. ","20","uur","1","18","2014-03-25 10:44:07","2014-03-25 10:44:07","2015-03-20 10:44:07",""
"2255","193","opruimen, sorteren, organiseren","Zelf een lange weg afgelegd van sloddervos naar redelijk georganiseerd, orde blijft een belangrijk aandachtspunt, zeker in een dynamisch gezin. Ken vele truukjes en manieren om het jezelf aangenamer en makkelijker te maken. Zonder oordeel!","20","uur","1","40","2014-07-20 11:06:17","2014-07-20 11:06:17","2015-07-15 11:06:17",""
"2008","63","gesprek over de vragen des levens","een gesprek kunnen aangaan over persoonlijke moeilijkheden kan soms verlichting brengen,of inzicht geven in de problematiek.\r\nInzicht kan ook  leiden naar een vernieuwde omgang met de situatie en perspectieven openen.Natuurlijk kan dit alleen in vertrouwen","20","uur","1","15","2014-03-25 14:00:02","2014-03-25 14:00:02","2015-03-20 14:00:02",""
"2490","180","Ik zoek batterij (accu) voor reflexcamera NIKON D5200.","Mijn camera functioneert niet meer (wellicht batterij?). Heeft iemand zo'n accu om eens uit te testen. Ook Nikon D5100, D3200, D3100 of Nikon Coolpix P7700, P7100 of P7000 is goed. ","\N","","0","23","2014-10-21 20:55:44","2014-10-21 20:55:44","2015-04-19 20:55:44",""
"2492","82","verse kippeneitjes","wie wil er nog een paar eitjes hebben?","6","6 eieren","1","34","2014-10-22 10:12:05","2014-10-22 10:12:05","2014-11-21 09:12:05",""
"2014","124","buxus ","buxus (3)zeer mooi verzorgd zelf komen uitdoen ze zien er mooi uit staan in de weg ","0","","1","40","2014-03-27 09:26:04","2014-03-27 09:26:04","2015-03-22 09:26:04",""
"2398","210","Gras afrijden","Ik rij met plezier uw gras af en breng eventueel mijn grasmachine mee !","20","uur","1","21","2014-10-13 10:26:32","2014-10-13 10:26:32","2015-10-08 10:26:32",""
"2399","210","Ik maak voor u een prachtig fotoalbum op maat","Veel mensen hebben digitale foto's die op hun pc staan en waar ze verder niks mee doen. Ik maak er heel mooie fotoalbums van. Je kiest zelf de stijl, het aantal foto's, welke foto's je graag groot hebt, of er tekst bij moet, enz. Fotoalbums van feesten, grote gebeurtenissen, vakanties, of gewoon een jaaroverzicht. Je kan hier albums bekijken en zeggen wat je leuk vindt en wat niet. Ik maak het album, we kijken samen na of het goed is en we sturen de bestelling door aan Hema. Je haalt zelf het boek af in de winkel en betaalt. Het boek ontwerpen doe ik. ","20","uur","1","18","2014-10-13 10:35:21","2014-10-13 10:35:21","2015-10-08 10:35:21",""
"2027","190","Gezonde maaltijd","Wij zijn op zoek naar mensen in het Mechelse bij wie we gezond kunnen gaan eten, liefst volgens de principes van de voedselzandloper (dwz geen enkelvoudige koolhydraten) of vegetarisch \nDit kan op donderdagavond of vrijdagavond van 18 tot 20 uur\n","30","2 personen, all","0","34","2014-03-31 21:09:50","2014-03-31 21:09:50","2015-03-26 20:09:50",""
"2400","210","Fotoalbums leren ontwerpen.","Veel mensen hebben digitale foto's op hun pc waar ze verder niks mee doen. Je kan er prachtige fotoalbums mee maken ! Ik werk met de software van Hema en leer aan jou hoe het werkt en welke mogelijkheden er allemaal zijn. (Ik kan het album ook voor jou maken- zie een ander aanbod van ons :) )","20","uur","1","18","2014-10-13 10:41:16","2014-10-13 10:41:16","2015-10-08 10:41:16",""
"2057","191","Barbeque te leen","De BBQ staat het grootste deel van de tijd in de .... garage!\nAls er iemand zin heeft om te BBQ'en, laat maar weten.\nGewone BBQ op houtskool","10","dag","1","34","2014-04-09 13:47:00","2014-04-09 13:47:00","2016-03-29 13:47:00",""
"2402","210","Italiaanse les","Ik zou graag Italiaans leren ! Ik versta al wel wat en vorig jaar begon ik met lessen, maar daar moest ik door de moeilijke combinatie met mijn werk mee stoppen. ","\N","","0","2","2014-10-13 10:58:26","2014-10-13 10:58:26","2015-10-08 10:58:26",""
"2403","207","Te leen: fiets met kinderzitje achteraf","elke weekend staat de fiets vrij","4","uur","1","33","2014-10-13 10:59:50","2014-10-13 10:59:50","2015-04-11 10:59:50",""
"2491","82","gezellig gezelschap speelt gezelschapsspelletjes","hey allemaal, in navolging van de vorige supertoffe edities? Nog eens een nieuwe editie!\nZeker nu het hefstweer in het land is, perfect om weer eens die spelletjes van onder het stof te halen.\n\ndatum en uur af te spreken met diegenen die geïnteresseerd zijn.\nStuur gewoon een reactie als je wilt meedoen. \n\nik zorg voor hapjes en drankjes (en daarvoor graag een vrijblijvende blussersdeelname","\N","avond","0","18","2014-10-22 10:06:57","2014-10-22 10:06:57","2014-12-21 09:06:57",""
"2037","180","Heb kleine camionette Peugeot Partner.","Met mijn camionette (type Berlingo) kan ik voor u zaken vervoeren zoals een wasmachine of kleine ijskast. ","20","uur","1","31","2014-04-04 20:02:02","2014-04-04 20:02:02","2015-02-28 19:02:02",""
"2257","197","Ingrediënten voor de Angelsaksische keuken","Allspice, cream of tartar, baking soda, baking powder, kleine hoeveelheden te verkrijgen! 4 blussers per portie.","4","portie","1","34","2014-07-22 16:36:26","2014-07-22 16:36:26","2015-07-17 16:36:26",""
"2640","197","Geschenkpakket","Ik stel voor jou een mooi geschenkpakket samen (handig voor de komende feestdagen :): een nieuwe toilettas in biokatoen met accessoires (douchegel, shampoo, zeepje, etc.).","35","toilettas","1","2","2014-11-22 18:18:27","2014-11-22 18:18:27","2015-04-21 19:18:27",""
"2258","20","Kleine fietsherstellingen","","20","uur","1","33","2014-07-24 13:13:43","2014-07-24 13:13:43","2015-07-19 13:13:43",""
"2263","192","cd rek","rekje voor 90 cds. In prima staat.","15","","1","2","2014-07-24 20:34:17","2014-07-24 20:34:17","2015-07-19 20:34:17",""
"2643","55","bosmaaier te leen","","20","halve dag","1","21","2014-11-24 16:08:18","2014-11-24 16:08:18","2015-05-23 17:08:18",""
"2053","198","Bijles: Frans, Nederlands, Engels + huiswerkhulp","Bijlessen of extra oefeningen Frans, Nederlands, Engels of huiswerkhulp (leren leren)","20","uur","1","2","2014-04-09 09:15:26","2014-04-09 09:15:26","2015-04-04 09:15:26",""
"2054","198","Hulp in de tuin","Alles wat de tuin nodig heeft: gras maaien, zaaien, planten, wieden, ... ","20","uur","1","21","2014-04-09 09:18:32","2014-04-09 09:18:32","2015-04-04 09:18:32",""
"2055","198","Huishoudhulp","Poetsen, koken, strijken, boodschappen doen, ... ","20","uur","1","40","2014-04-09 09:19:05","2014-04-09 09:19:05","2015-04-04 09:19:05",""
"2265","122","Scooter","Ik heb een scooter die weg mag.\r\nIk wil de scooter namelijk verkopen en het geld schenken aan een goed doel.\r\n\r\n \r\nHet betreft een weeshuis in Jaipur, India, waar een van onze LETS-lid, Els Van de Velde \r\n(elsvandevelde@skynet.be) als vrijwilligster werkt. \r\nMee informatie vind je op www.asia.kidsworldwide.org/indiajaipur.com \r\nIk ken Els persoonlijk, je mag haar bellen voor meer info : 0494/888.451\r\n \r\nDe scooter is een grijze Peugeot Ludix 50cc, met 36.300 km op de teller en een nieuwe uitlaat, en is in goede staat.\r\nVraagprijs: 200 Euro.","\N","","1","2","2014-07-24 23:47:41","2014-07-24 23:47:41","2015-07-19 23:47:41",""
"2645","55","Sessies Background Educations bijwonen op mijn green card","http://www.backgroundeducations.eu/nooittelaat.html biedt sessies aan rond literatuur, psychologie en filosofie. Ik heb een green card waarmee je gelijk welke sessie kunt bijwonen.","100","sessie","1","36","2014-11-24 16:16:59","2014-11-24 16:16:59","2015-05-23 17:16:59",""
"2404","210","onkruid wieden en andere werkjes in de tuin","Ik werk graag in de tuin, maar het komt er te weinig van ... Dus wie wil helpen ?","\N","","0","21","2014-10-13 10:59:52","2014-10-13 10:59:52","2015-10-08 10:59:52",""
"2271","192","Vervoer naar/van Antwerpen Berchem, of iets meebrengen","Ik rij bijna elke werkdag naar en van Antwerpen Berchem.\nWil je eens meerijden, treinstaking, moet ik ergens iets ophalen of daar afleveren, laat het me weten.","\N","","1","31","2014-07-28 22:56:12","2014-07-28 22:56:12","2016-07-17 22:56:12",""
"2273","63","elektrotoestellen","herstellen elektrotoestellen tot in 2e graad\r\nherstellen mechanische gereedschappen, toestellen","20","uur","1","23","2014-07-30 09:34:56","2014-07-30 09:34:56","2015-07-25 09:34:56",""
"2277","192","Schaakspel in glas","Glazen schaakbord, werd nooit gebruikt.","5","","1","2","2014-08-02 22:49:31","2014-08-02 22:49:31","2015-07-28 22:49:31",""
"2278","192","Placemats","4 rode, 4 turkoise en 2 geel/groene stoffen placemats.","5","alles","1","40","2014-08-02 23:07:57","2014-08-02 23:07:57","2015-07-28 23:07:57",""
"2282","129","Hulp bij organisatie straatfeest","Ik help je bij de aanvraag en zoek mee naar catering en animatie.","20","uur","1","19","2014-08-05 22:44:36","2014-08-05 22:44:36","2022-10-22 22:44:36",""
"2259","20","Hulp in tuin","","20","uur","1","21","2014-07-24 13:14:23","2014-07-24 13:14:23","2015-07-19 13:14:23",""
"2279","192","Windvanger in bamboe","","5","","1","40","2014-08-02 23:16:14","2014-08-02 23:16:14","2015-07-28 23:16:14",""
"2405","210","Computers onderhouden","Wij hebben hier vijf computers, we werken er veel en graag mee, maar we kennen er niks van ... Dus zitten we wel eens met computers die te traag zijn omdat er te veel programma's draaien en we niet weten welke te wissen, of krijgen we een spel niet van de ene op de andere pc gezet, of krijgen we een bepaald programma niet geïnstalleerd, ... Wie wil hier eens komen naar kijken ?","\N","","0","24","2014-10-13 11:03:35","2014-10-13 11:03:35","2015-10-08 11:03:35",""
"2646","193","patroontekenen : maak zelf het patroon van je broek","Ik neem je mee vanuit een rechte lijn naar een basispatroon voor een damesbroek. Gedurende 1.5 tot 2 uur leid ik je doorheen alle punten. (Je krijgt alles op papier.) Daarna kan ik nog variaties op deze broek bespreken: heuppas, plooien, zakken, ... Kom je met 2, dan deel je je waardering.","20","uur","1","20","2014-11-24 20:03:22","2014-11-24 20:03:22","2017-11-08 20:03:22",""
"2283","129","Reistips voor de Azoren","Wij bezochten de volgende eilanden: Sao Miguel, Terceira, Faial, Pico en Flores.\nWe geven met plezier tips voor bezienswaardigheden en verblijf.","20","uur","1","30","2014-08-05 23:12:55","2014-08-05 23:12:55","2015-07-31 23:12:55",""
"2069","178","aanleren van Duits of Engels","zowel aan jongeren als volwassenen deze talen aanleren en dit op verschillende niveau's","20","uur","1","19","2014-04-12 18:15:46","2014-04-12 18:15:46","2015-04-07 18:15:46",""
"2070","178","leren leren","jongeren helpen bij studeren, voorbereiden van examens en dit voor de meeste humane wetenschappen","20","uur","1","19","2014-04-12 18:17:01","2014-04-12 18:17:01","2015-04-07 18:17:01",""
"2071","178","autistische zoon helpen bij muurklimmen","mijn autistische zoon ( 16 jaar) begeleiden en helpen bij het muurklimmen en dit op regelmatige basis ( 1 x per week)","20","uur","0","26","2014-04-12 18:19:14","2014-04-12 18:19:14","2015-04-07 18:19:14",""
"2072","178","muziekinstrument (piano,drums) leren bespelen","Zoek iemand die me willen leren de piano of drums te bespelen.  Heb geen enkele ervaring.","20","uur","0","38","2014-04-12 18:21:16","2014-04-12 18:21:16","2015-04-07 18:21:16",""
"2075","175","vervoer","naar winkel, luchthaven, containerpark etc...","0","","1","31","2014-04-13 14:42:52","2014-04-13 14:42:52","2015-04-08 14:42:52",""
"2076","175","dieren","verzorging,eten geven, honden uitlaten","0","","1","22","2014-04-13 14:44:24","2014-04-13 14:44:24","2015-04-08 14:44:24",""
"2078","14","Ik zoek een strijkijzer zonder stoom","Ik zoek een strijkijzer zonder stoomgaten in de bodem. Dus een oud strijkijzer. Geen stoomstrijkijzer. Het moet dienen om kunstofplaten op te warmen.","5","stuk","0","23","2014-04-13 15:16:04","2014-04-13 15:16:04","2019-03-18 14:16:04",""
"2500","219","bijles Frans ","Wie kan mijn dochter van 15 jaar helpen met franse bijles.\n De lessen van het ASO ( 4e jaar) te begrijpen?","\N","","0","2","2014-10-24 17:33:05","2014-10-24 17:33:05","2015-04-22 17:33:05",""
"2571","196","Boek","GELUK., The World Book of Hapiness","8","stuk","1","37","2014-11-02 22:14:02","2014-11-02 22:14:02","2015-10-28 22:14:02",""
"2575","22","bierglazen","Ik heb wat bierglazen staan die ik nooit gebruik. Heeft iemand interesse?\n10 jupilerglazen\n1 duvel\n1 leffe\n1 vedett whtie\n2 ricardglazen","10","allemaal","1","40","2014-11-03 15:14:47","2014-11-03 15:14:47","2015-02-01 15:14:47",""
"2084","9","laptop/pc aanleren/herstellen","ik ben een computerspecialist met vele jaren ervaring, ik kan je helpen met vragen in verband met computergebruik of met herstelling aan je computer. Ook bv. je de fijne trukjes aanleren van Word of Excel zodat je werkt met een goede basis.","20","uur","1","24","2014-04-14 11:16:56","2014-04-14 11:16:56","2015-04-09 11:16:56",""
"2498","219","voetverzorging","verzorging van nagels, eelt, ...\nnadien zachte verzorgde voetjes.\nEn dit allemaal bij jou thuis.","20","uur","1","28","2014-10-24 17:20:25","2014-10-24 17:20:25","2015-04-22 17:20:25",""
"2406","207","oppas s'avonds / weekend / dinsdag overdag","wil je een avondje uit? Ik kan op je kindje passen bij mij thuis (centrum Mechelen). Ik heb zelf een dochter 2 j oud. Dinsdag zijn we ook thuis. Je mag me ook in noodgeval contacteren, als je babysitter ziek is of zo. ","20","uur","1","25","2014-10-13 11:06:48","2014-10-13 11:06:48","2015-04-11 11:06:48",""
"2407","207","Te leen: autozitje vanaf 10kg","wij gebruiken ons autozitje heel weinig","3","halve dag ","1","41","2014-10-13 11:11:24","2014-10-13 11:11:24","2015-10-08 11:11:24",""
"2089","169","koken en bakken","bestellen en afhalen van soep, hoofdschotel, koekjes, wafeltjes,... Blussers overeen te komen","0","","1","34","2014-04-15 20:51:11","2014-04-15 20:51:11","2015-04-10 20:51:11",""
"2260","20","recreatief/informatie rond schaken","","20","uur","1","36","2014-07-24 13:15:44","2014-07-24 13:15:44","2015-07-19 13:15:44",""
"2408","207","hulp in de tuin","ik kom graag helpen in je tuin / moestuin. ik hou van werken in het tuin maar heb jammer nog geen eigen plek. ","-10","uur","1","21","2014-10-13 11:16:11","2014-10-13 11:16:11","2015-10-08 11:16:11",""
"2093","198","Campingspullen te leen: tent, fornuis, tafel, stoelen, matjes, ...","Wil je eens proberen of "lang kamperen" iets voor jou is, maar wil je niet meteen de investering doen? Ik heb alles te leen voor de "luxekampeerder": \n\n- grote tent voor 2 personen (1 aparte slaapruimte + voortent waar je in kan staan), van Quechua\n- tarp: een soort afdak met 2 poten, van Quechua\n- fornuis op gas met pootjes (+- 80cm hoog), 2 bekken of grill, van Campinggaz\n- klaptafel voor 2 personen, van Quechua\n- 2 campingstoelen van Quechua\n- zelfopblazende matrasjes (vrij dun dus een goeie rug is een must!) \n- plastic borden, kommen, glazen, wijnglazen, tassen, kookpotten + pannen, ...\n\n","0","","1","2","2014-04-18 11:30:31","2014-04-18 11:30:31","2015-04-13 11:30:31",""
"2094","149","Support/moderatie mailinglijst","We hebben een handige mailinglijst voor de verspreiding van dringend vraag en aanbod. Dat is meestal handig, maar soms... loopt het mis.\nEn dan hebben we iemand zoals jou nodig die het probleem opspoort en verhelpt :-)\nVoorbeelden van taken:\n- letsers helpen om hun email adres te wijzigen\n- geblokkeerde berichten bekijken en verwerken\n- de regels van de mailinglijst laten naleven (enkel dringend LETS gerelateerd vraag en aanbod)","40","jaar","0","24","2014-04-18 16:39:42","2014-04-18 16:39:42","2015-04-13 16:39:42",""
"2284","192","containerpark","Ik rij regelmatig eens naar het containerpark om de roze vuilzak te deponeren.\nKan ik voor iemand iets meenemen?\n\n(Ik heb een kleine auto, dus geen enorm grote spullen; eerder roze zak, frituurolie...)\n\nLaat me weten waar en wanneer het zou moeten afgehaald worden, en dan kijk ik of het lukt.","\N","","1","31","2014-08-07 20:28:40","2014-08-07 20:28:40","2017-07-22 20:28:40",""
"2285","192","Boodschappen","Heb je geen auto maar wel eens wat zwaardere boodschappen nodig? Ik breng ze voor je mee.\nOf wil je samengaan? Laat me iets weten en bekijkenwat we overeen kunnen komen.\n\n5 blussers (binnen het Mechelse)\n","5","","1","31","2014-08-07 20:35:29","2014-08-07 20:35:29","2017-07-22 20:35:29",""
"2097","137","Multimeter","zo goed als nieuw, in oorspronkelijke draagtas","0","","1","39","2014-04-18 20:25:13","2014-04-18 20:25:13","2015-04-13 20:25:13",""
"2413","207","hulp met boekhouding voor zelfstandige","heb je weinig tijd om je boekhouding zorgvuldig te verwerken? Ik help je graag!","20","uur","1","15","2014-10-13 12:05:18","2014-10-13 12:05:18","2015-10-08 12:05:18",""
"2414","207","breiles","voor beginners","10","uur","1","20","2014-10-13 12:06:38","2014-10-13 12:06:38","2015-10-08 12:06:38",""
"2415","207","haakles","voor beginners","10","uur","1","20","2014-10-13 12:07:35","2014-10-13 12:07:35","2015-10-08 12:07:35",""
"2286","192","Tarieven vliegtickets vergelijken - reisadvies","Ik werk in de toeristische sector en kan voor jou de tarieven voor vliegtickets vergelijken. Ik doe dit in een reserveringssysteem waar alle reguliere vliegmaaschappijen instaan (niet via de gewone websites die voor iedereen toegankelijk zijn) en kan dus makkelijk vergelijken en de beste optie zoeken. Ook voor iets ingewikkeldere routes die je niet via de boekingsites kan opvragen.\nAnder reisadvies nodig? Ik zoek het voor je uit.","5","zoekopdracht","1","30","2014-08-07 20:43:46","2014-08-07 20:43:46","2017-07-22 20:43:46",""
"2287","192","Kinderopvang","Ik ben vrij op woensdagnammidag, donderdagnamiddag en in het weekend. Ik kan je kindje dan bij ons thuis opvangen. Ook 's avonds zijn ze hier welkom, mogen ze ook blijven mee-eten indien nodig.\n(Aangezien ik zelf 2kinderen heb, 2 en 4j, is bij jou ter plaatse komen moeilijker)\n\n","\N","","1","25","2014-08-07 20:55:27","2014-08-07 20:55:27","2017-07-22 20:55:27",""
"2416","207","advies gezond eten (met weinig vlees) voor kleuter ","mijn kind gaat binnenkort naar school waar geen warme maaltijd overdag aangeboden is... ik ben een beetje in paniek. kan iemand mij hier helpen?","20","uur","0","41","2014-10-13 12:31:10","2014-10-13 12:31:10","2015-02-10 11:31:10",""
"2417","222","Horoscoop","Aan de hand van je exacte geboortedatum, -plaats en -uur (stipte uur is héél belangrijk!) kan ik je geboortehoroscoop trekken op basis van de Westerse astrologie.  Ik mail je de tekening plus de tekst door via mail zodat je hem indien gewenst zelf kan afdrukken.\nDit gaat om een karakteranalyse en bevat géén toekomstvoorspellingen.  ","10","horoscoop","1","2","2014-10-13 13:17:39","2014-10-13 13:17:39","2015-06-10 13:17:39",""
"2560","226","Restaurant "Chez toi"","Wil je eens een avondje niet koken of afwassen, maar wel gezellig thuis eten? Ik kom voor jullie koken. Verwacht geen haute cuisine, maar een privé hobbykok die een zo lekker (en gezond) mogelijke menu op tafel zet.\n\nMenu in overleg. Ingrediënten eventueel cash afrekenen of omzetten in blussers.","\N","","1","34","2014-11-01 16:49:34","2014-11-01 16:49:34","2016-10-21 17:49:34",""
"2261","20","Hulp metklussen in/om huis","","20","uur","1","40","2014-07-24 13:16:26","2014-07-24 13:16:26","2015-07-19 13:16:26",""
"2412","207","huis en dierenoppas tijdens je vakantie","ik kan je huisdieren, planten,... verzorgen tijdens je weg bent. liefst centrum Mechelen. Hond uitlaten kan ook. ","\N","","1","22","2014-10-13 11:30:41","2014-10-13 11:30:41","2015-10-08 11:30:41",""
"2551","7","Hulp bij sociale media","Hulp bij sociale media: facebook, twitter, you tube, linkedin, flickr, skype","15","uur","1","24","2014-10-31 00:08:48","2014-10-31 00:08:48","2015-10-26 00:08:48",""
"2552","7","Planten water geven, post tijdens afwezigheid","Ga je op vakantie? Ik wil gerust de planten bij jou thuis water geven, de post uit de brievenbus halen en/ of je huis veluchten tijdens je afwezigheid. Enkel Mechelen stad.","\N","","1","15","2014-10-31 00:13:21","2014-10-31 00:13:21","2015-10-26 00:13:21",""
"2115","137","poppenkast","blauw en roze, hout + stof","\N","","1","27","2014-05-02 19:30:06","2014-05-02 19:30:06","2015-04-27 19:30:06",""
"2116","137","selder ","lavas is een doorlevende selder, iets sterker van smaak, breidt zich uit met de tijd, gemakkelijke plant en goed bestand tegen slakken","\N","","1","21","2014-05-02 19:32:02","2014-05-02 19:32:02","2015-04-27 19:32:02",""
"2553","7","Klasseren documenten, post, facturen, ...","Een hekel aan het uitsorteren, klasseren van post, documenten, facturen? Ik kom je graag helpen. ","15","uur","1","16","2014-10-31 00:22:12","2014-10-31 00:22:12","2015-10-26 00:22:12",""
"2118","168","allerlei haarspelden (strikjes, bloemen, vlinders, hartjes,....), haarlinten, schuifspelden,..... retro spulletjes","","\N","","0","19","2014-05-04 13:43:49","2014-05-04 13:43:49","2015-04-29 13:43:49",""
"2153","134","hulp met schilderen","ik wil best helpen bij al je schilderwerken, heb door de jaren heen al behoorlijk wat ervaring opgedaan","15","uur","1","40","2014-05-22 06:03:12","2014-05-22 06:03:12","2017-05-06 06:03:12",""
"2262","20","Stevige rug- nek- schoudermassage","","20","uur","0","28","2014-07-24 13:17:30","2014-07-24 13:17:30","2015-07-19 13:17:30",""
"2289","192","Hulp bij feest, receptie...","Ik kan helpen bij alle feestjes: zaal klaarzetten, opdienen tijdens een receptie, je buffet op orde houden, afwassen en opruimen ..","20","uur","1","2","2014-08-07 21:10:00","2014-08-07 21:10:00","2017-07-22 21:10:00",""
"2127","100","Scharreleitjes","Ik heb te veel scharreleieren op het ogenblik! Ben ook helemaal uitgeblust, kan opt ogenblik wat blussertjes gebruiken :)","5","6 eitjes","1","34","2014-05-06 10:55:48","2014-05-06 10:55:48","2015-05-01 10:55:48",""
"2410","207","hond uitlaten","wij gaan graag wandelen met een KINDERVRIENDELIJKE hondje. dinsdag, donderdag, weekend. regelmatig kan ook!","10","uur wandeling","1","22","2014-10-13 11:25:09","2014-10-13 11:25:09","2015-04-11 11:25:09",""
"2420","207","vegetarische somosa's ","gevuld met linzen en groenten / of fetakaas en spinazie;\ngebakken in de oven (minder vet dus);\n\n","10","10 stuks","1","34","2014-10-13 14:08:44","2014-10-13 14:08:44","2015-10-08 14:08:44",""
"2708","191","sanitairstrips","zelfklevende afdichtingsband\n\nnieuw ","5","stuk","1","39","2014-12-06 21:05:49","2014-12-06 21:05:49","2015-03-06 21:05:49",""
"2713","143","tuinboeken te leen","ecologisch tuinieren, aanleg kruidentuin, ...","5","3 weken","1","21","2014-12-07 14:06:01","2014-12-07 14:06:01","2016-11-26 14:06:01",""
"2717","143","kamerplant Papyrus","op aanvraag kan ik een papyrus-plantje kweken: kamperplant die veel water nodig heeft en zeer decoratief is","3","potje","1","40","2014-12-07 14:38:47","2014-12-07 14:38:47","2016-11-26 14:38:47",""
"2422","222","Citroencake","Ingrediënten: meel, suiker, boter, eieren, citroenrasp, citroensap.  Ik maak een ganse cake voor jou als je me 1 à 2 dagen op voorhand verwittigt (of eerder).","10","cake","1","34","2014-10-13 16:40:59","2014-10-13 16:40:59","2015-06-10 16:40:59",""
"2719","219","Noorse kersttrui","trui met noors motief : rood en wit met rendieren, ijskristal, kerstballen, .... \nMaat medium / 172 / \nvoor mijn dcohter van 15 jaar","\N","","0","27","2014-12-07 22:29:38","2014-12-07 22:29:38","2015-12-02 22:29:38",""
"2506","221","Breihandboek voor coole meiden:\nAlles wat een beginnend breister moet weten","isbn:978-1-40547-838-0\n\n3 blussers voor 3 weken. Verlengen enkel mogelijk na onderling akkoord.","3","3 weken","1","37","2014-10-25 14:16:21","2014-10-25 14:16:21","2015-10-20 14:16:21",""
"2424","215","Juweeltjes maken","Ik maak zelf wat juweeltjes (kettinkjes-oorbellen). Heb je graag iets geassorteerd met iets van je kleding? Geef een foto of je wensen door en ik tracht iets bijpassend te maken. \nAantal blussers bespreekbaar afhankelijk van de vraag. ","20","stuk","1","18","2014-10-13 19:13:35","2014-10-13 19:13:35","2015-02-10 18:13:35",""
"2428","215","Kinderkleding (meisjes: maatjes 92 tot 104: jongens: maatje 92 tot 116)","Ik heb heel wat kinderkleding liggen. Gebruikt maar nog in bruikbare staat. \nWil je graag eens komen kijken, aarzel niet om het te vragen. \nEén blusser per kledingstuk als idee lijkt me eerlijk. ","1","kledingstuk","1","27","2014-10-13 19:32:06","2014-10-13 19:32:06","2015-03-12 18:32:06",""
"2143","137","2 jerrycans","20 L , 30 L  (+/-), zijn enkel gebruikt geweest voor kraantjeswater (bij het kamperen), wel een hele tijd geleden , perfect geschikt voor watervervoer (bv, fonteinwater) , terras of tuin (plantjes)","\N","","1","29","2014-05-16 19:51:37","2014-05-16 19:51:37","2015-05-11 19:51:37",""
"2509","221","Zonnen mag: een nieuwe visie op zon en gezondheid","ISBN: 9789046808214","3","3 weken","1","37","2014-10-25 14:21:22","2014-10-25 14:21:22","2015-10-20 14:21:22",""
"2156","137","koeltas","B 33x D 28 x H 30 , met schouderband\nkleur: donker blauw\ngeschikt voor picnic, aankopen, ...","\N","","1","34","2014-05-27 19:30:30","2014-05-27 19:30:30","2015-05-22 19:30:30",""
"2157","137","petanque ballen / jeu de boule","set van 4, metalen (zilver)in handig draagtasje, het zijn dus geen plastieken voor kinderspel; Deze zijn de echte voor volwassenen bedoeld. ","\N","","1","21","2014-05-27 19:34:11","2014-05-27 19:34:11","2015-05-22 19:34:11",""
"2709","191","douchezak voor camping","douchezak van coca cola voor camping","2","","1","29","2014-12-06 21:07:28","2014-12-06 21:07:28","2015-03-06 21:07:28",""
"2714","143","kookboeken te leen","vegetarische recepten, kookboek Velt, tapas, ...","5","3 weken","1","37","2014-12-07 14:06:46","2014-12-07 14:06:46","2016-11-26 14:06:46",""
"2160","193","crumble bakken","volledige bakplaat, 16 volwaardige porties, met (seizoens) fruit.\n15 blussers als jij de ingredienten bezorgt, 30 als ik er voor zorg.","-15","stuk","1","34","2014-05-29 08:32:19","2014-05-29 08:32:19","2015-05-24 08:32:19",""
"2161","193","bagage - aanhangwagen te leen, ideaal voor vakantie","stabiele, gesloten aanhangwagen, waar ook nog eens een dakkoffer op past. geen speciaal rijbewijs nodig. volledig in orde, extra wiel, disselslot. op snelwegen maximum snelheid geen probleem. smaller dan je auto. meestal ook gedekt door eigen autoverzekering.","\N","periode","1","31","2014-05-29 08:39:01","2014-05-29 08:39:01","2015-05-24 08:39:01",""
"2718","143","klimop","altijd voorradig in de tuin","3","portie","1","21","2014-12-07 14:41:36","2014-12-07 14:41:36","2016-11-26 14:41:36",""
"2164","193","breiles","alles kan, van gestructureerde lessen met opdrachten, over samen breien, tot helpen bij hobbels onderweg","-19","vraag/ hulp","1","20","2014-05-29 08:48:37","2014-05-29 08:48:37","2015-05-24 08:48:37",""
"2165","193","naailes","aales kan, van gestructureerde lessen, over samen naaien tot hulp bij hobbels","-19","uur / vraag","1","20","2014-05-29 08:51:28","2014-05-29 08:51:28","2015-05-24 08:51:28",""
